compound,smiles,nAromAtom,nAromBond,naRing,n6aRing,nRing,n6Ring,piPC1,piPC2,piPC3,piPC4,piPC5,piPC6,piPC7,piPC8,piPC9,piPC10,TpiPC10,SLogP,SMR,FilterItLogS,MW,AMW,Vabc,VMcGowan,TASA,RASA,LabuteASA,nRot,RotRatio,Kier1,Kier2,Kier3,FCSP3,C2SP3,C3SP3,GRAV,nBonds,nBondsM,nAtom,nHeavyAtom,nC,TopoPSA(NO),TopoPSA,apol,bpol,TPSA,RPSA,DPSA1,DPSA2,DPSA3,FNSA1,FPSA1,WNSA1,WPSA1,RNCG,RPCG,nO,nHetero,nHBAcc,nHBDon,SssNH,SsssN,PEOE_VSA6,PEOE_VSA8,PEOE_VSA10,SMR_VSA5,SMR_VSA7,SMR_VSA9,SlogP_VSA2,SlogP_VSA5,SlogP_VSA6,SlogP_VSA11,EState_VSA7,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,NaaCH,NaasC,SaaCH,SaasC,NsCH3,SsCH3,NssCH2,SssCH2,NdO,SdO,C2SP2,C1SP2,ETA_beta,ETA_beta_ns,AETA_beta_ns,ETA_dBeta,AETA_dBeta,ETA_epsilon_1,ETA_eta_F,ETA_psi_1,ETA_shape_p,AATS1p,AATS2p,AATS3p,AATS1se,AATS2se,AATS3se,AATS1are,AATS2are,AATS3are,MATS1p,MATS1se,MATS1are,GATS1p,GATS1se,GATS1are,MATS2p,MATS2se,MATS2are,GATS2p,GATS2se,GATS2are,Mor01,Mor02,Mor03,Mor06,Mor01p,Mor02p,Mor03p,Mor06p,Mor01se,Mor02se,Mor03se,Mor06se,Xp-0d,Xp-1d,Xp-2d,IC1,AMID_C,BalabanJ,BertzCT,nF,nCl,MDEC-22,MDEC-23,BCUTp-1h,BCUTse-1h,retention_time_min
Tetramethylcyclopropylfentanyl,CC1(C)C(C(=O)N(c2ccccc2)C2CCN(CCc3ccccc3)CC2)C1(C)C,12,12,2,2,4,3,3.713572066704308,4.23410650459726,4.66814498514948,5.079850363117729,5.445119684605523,5.333925794015404,5.608784746033922,5.815249308745789,5.905021190582361,6.050028223104394,7.712583583006998,5.408900000000005,124.58800000000008,-6.032505108262461,404.282763772001,6.1254964207878935,416.6507597136597,343.5800000000014,662.3569496565397,0.9552198926499732,181.63215617490212,6,0.1818181818181818,23.168044077134983,9.46938775510204,5.0101775147929,0.5185185185185185,4,1,5361.448525796911,69,13,66,30,27,23.550000000000004,23.550000000000004,72.09654799999997,40.40345200000002,31.05087691104509,0.0447801073500266,298.3106241285413,1261.030164356069,39.28058058434599,0.2848952573803508,0.7151047426196491,136.98174621309514,343.83266773208675,0.1699126552017816,0.1270080768503396,1,3,2,0,0.0,4.706201577853364,76.22588534645537,37.28140236773064,0.0,52.99925449668848,66.2271221763131,0.0,36.48319950708767,46.1000435363115,60.6636706846161,0.0,18.19910120538483,21.34985351310869,3.183821342765245,12.182086528290531,0.0,10,2,21.058117139546923,2.460782498375843,4,8.963994912014392,6,6.401912959041385,1,13.741030423766334,11,1,32.25,14.0,0.4666666666666667,-4.25,-0.1416666666666666,0.5055555555555554,21.95261103351873,0.648449039881832,0.1594533029612756,1.811019350144928,1.52143028124827,1.352628716604409,7.462991246376811,7.410183936507936,7.385456499999998,6.018840579710145,5.895182539682541,5.832738636363636,-0.0193609679160653,0.0569391507463605,0.0893993517798847,1.1745433688706812,0.7269216990535563,0.7766870248707153,0.0534701653057137,0.1147643435287658,0.1065811115703925,0.9930084685146324,0.895306787964553,0.9642907504662502,2145.0,39.19332788359711,-5.226170878683114,-2.5044643847744177,914.9741232998203,25.396080860772724,-2.492519763259061,0.7069704512364137,2057.260828834525,37.91171249109305,-5.216441471749602,-2.102426552511232,21.35516038331214,14.320516776351216,13.61779540703931,2.93219893645574,1.8213324553923005,1.3461097286937025,836.9465087042728,0,0,25.56113877978133,17.68687594852753,1.989043963503076,3.701966124494272,25.6
Fentanyl propyl acetyl analog,CC(=O)N(c1ccccc1)C1CCN(CCCc2ccccc2)CC1,12,12,2,2,3,3,3.555348061489413,4.007333185232471,4.42484663185681,4.880906187421472,5.281298361378442,5.035327906686628,5.2552141261305305,5.377590547442544,5.2179881595041415,5.393627546352362,7.302664873150785,4.136700000000004,103.82700000000008,-4.750303405143033,336.22016351600075,6.343776670113222,342.5272925421148,283.99000000000046,589.6296696963875,0.9481836314494824,150.81327675644835,6,0.2222222222222222,19.753086419753085,10.36408163265306,6.0,0.4090909090909091,5,0,4161.629630240711,55,13,53,25,22,23.550000000000004,23.550000000000004,58.41220399999997,32.377796,32.22210050874066,0.0518163685505175,255.92573638049868,996.2038477405468,37.25356133482724,0.294222877024152,0.7057771229758477,113.77587594899369,272.9237481582578,0.1932096881192369,0.1395864811117328,1,3,2,0,0.0,4.531803954606533,48.53093654769288,31.7424771153473,0.0,38.64886452054263,66.2271221763131,0.0,36.48319950708767,31.749653560165648,60.6636706846161,0.0,35.23174507315853,21.10542820514453,4.45214808511661,4.984520457746918,0.0,10,2,20.781101038837747,2.4460611037671134,1,1.6797957159983676,7,7.756872826865161,1,12.16640152614418,11,1,29.25,14.0,0.56,-1.25,-0.05,0.518238993710692,18.86657284761805,0.6363636363636367,0.0686813186813186,1.8057923760000003,1.5005763405908084,1.2877008113414012,7.504768072727271,7.475239717171714,7.41304125547445,6.069090909090909,5.972959595959596,5.841094890510949,-0.0501287576129504,0.0485709868931332,0.0834862903687921,1.168761836543152,0.718666059307735,0.7537097752131096,-0.0786302725520239,0.0811682260888005,0.0539078366095096,1.094504953581401,0.933105460280715,1.01917395078345,1378.0,39.69268687641841,-7.797135955619799,-4.265976023481763,597.9270340997963,25.367851184005747,-3.2990916527324416,-0.7790711649639567,1330.798685925473,39.8831227222615,-7.75580878315129,-3.908462512675741,17.484916895309066,12.237183443017882,10.435202403487532,2.8787320219587493,1.79539790999775,1.3735781445278958,648.2421416714783,0,0,27.677265665182603,15.401338240501424,1.9866909014017464,3.702033826568179,13.8
Fentanyl N-oxide,CCC(=O)N(c1ccccc1)C1CC[N+]([O-])(CCc2ccccc2)CC1,12,12,2,2,3,3,3.58351893845611,4.060443010546419,4.483002552013883,4.910814958814044,5.345320220143373,5.1547356380700124,5.4108086477586514,5.575475506168485,5.547615875339098,5.6011958858811,7.457717477746509,4.149300000000004,105.61540000000004,-5.510347272665909,352.2150781360008,6.522501446962978,351.3175194936054,289.86000000000064,574.2552609723865,0.9145118258699338,155.77152049471766,6,0.2142857142857142,20.72704081632653,9.97229916897507,5.75,0.4090909090909091,5,0,4562.823780297236,56,13,54,26,22,43.370000000000005,43.370000000000005,59.21420399999997,32.67579599999999,53.68113605137344,0.0854881741300659,230.71500499124448,1406.3670722162262,55.61449129525808,0.3162911036175255,0.6837088963824743,124.71488486683012,269.58923384035097,0.2825292009819594,0.1011155802569832,2,4,2,0,0.0,1.9173568594104309,55.4546737473835,37.41251359553556,0.0,38.64886452054263,71.43437520109039,0.0,36.22962862804669,31.749653560165648,60.6636706846161,0.0,60.35458347823398,20.168974602984548,2.8193662395089087,3.674967594935127,0.0,10,2,20.042330822015373,2.161648939534492,1,1.8977347434612044,7,4.596599090982831,1,12.526465986880469,11,1,30.0,14.0,0.5384615384615384,-2.0,-0.0769230769230769,0.5358024691358027,21.10192062620519,0.6071428571428574,0.0935828877005347,1.7892996550000002,1.495834095279314,1.2502501389278768,7.579162857142855,7.550493960784312,7.550333452054793,6.152589285714285,6.0546372549019605,5.976582191780823,-0.0369385336861753,0.1717109640051016,0.1794201309256085,1.1650846092460303,0.5153300893346968,0.5744995615478048,-0.0920120870736988,0.0515703135730962,0.0515772651382034,1.1218151459401895,0.8539965260377387,0.9099479942496912,1431.0,43.963841452590735,-8.724577371069953,-3.139416708252905,614.7245483914526,25.236766191521884,-3.761839313053252,-0.3641252745116614,1400.1084811702544,43.87670017153358,-8.88606211407969,-2.64908393458593,18.40756662611944,12.611103545866898,11.051773615905484,2.972441216499167,1.7198296753247406,1.5069601982318306,694.5968913478943,0,0,27.935245956591373,16.708325097914926,1.9866107061890783,3.7020699343408032,19.5
Mirfentanil,O=C(c1ccco1)N(c1cnccn1)C1CCN(CCc2ccccc2)CC1,17,17,3,2,4,3,3.725693427236653,4.223177434065069,4.726281011737149,5.20572224762794,5.529429087511423,5.48945412172716,5.722972169049342,6.003578377491493,6.119747817398232,6.262981509095281,7.8664467584897615,3.4235000000000024,107.15750000000004,-4.764963224518628,376.1899260080007,7.234421654000013,344.78166384581965,290.3600000000007,568.8205515026976,0.8899789249855571,164.374111959689,6,0.1935483870967742,21.24037460978148,10.85782272456871,5.795610425240055,0.3181818181818182,4,0,5300.295106078329,55,18,52,28,22,62.470000000000006,62.470000000000006,58.74703199999998,32.380968,70.31879835542249,0.1100210750144428,262.36224517515063,1434.98226409579,52.47785912962213,0.2947534874566936,0.7052465125433064,120.40653686424896,288.09257167281146,0.2045190780349374,0.1313580455097703,2,6,5,0,0.0,4.218342545351474,30.33183534230805,38.06979719011184,0.0,25.30430569792599,78.641962100281,0.0,46.45115654898208,28.95987934049528,71.7354141267629,0.0,6.06636706846161,14.068964772254608,9.245235138872404,2.951786186696901,0.0,11,3,20.381207495994445,2.266298956333644,0,0.0,6,5.799338524563994,1,13.048715608951518,8,6,36.75,18.0,0.6428571428571429,-0.75,-0.0267857142857142,0.5756410256410257,25.882660299423254,0.583577712609971,0.0251256281407035,1.8056960625454543,1.5358542936988957,1.3149099572366434,7.715660872727271,7.734362958333333,7.592703007751937,6.318181818181819,6.279946875,6.062176744186047,-0.1156185509523677,0.0019073632762273,0.0460012423488847,1.1671529835504684,0.7750270841999803,0.7362141266477499,-0.0826697578948642,-0.0122247415813547,-0.0199349754224089,1.05532701038788,0.9998194954317442,1.0251452303931257,1326.0,38.314166306287646,-7.679341230482571,-4.687077605927553,604.7296158149536,23.95366416156419,-3.5776993076783925,-0.8712332926789406,1324.1658231346505,38.68740945147295,-8.08823227921601,-4.4039174953078986,19.18358750805833,13.809663088089316,11.741285539196523,3.458789023960108,1.6244494675659866,1.2922571037913362,860.0768903026085,0,0,25.512939198105894,18.81866412329889,1.9827400541148588,3.707706969721157,8.8
Fentanyl isothiocyanate,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccc(N=C=S)cc2)CC1,12,12,2,2,3,3,3.688879454113936,4.158883083359672,4.605170185988092,5.07829394257007,5.525452939131784,5.503042332338229,5.77823265015644,5.879135362134062,5.688457308553455,5.84354441703136,7.696695477306851,4.871000000000005,118.51300000000006,-5.05665771635474,393.1874834840007,7.148863336072741,384.0561449425228,315.81000000000085,657.7995262480506,0.9499850268465734,172.43232160390997,7,0.2333333333333333,22.68,12.0,6.76,0.391304347826087,5,0,4950.4643589113,57,15,55,28,23,35.910000000000004,68.0,63.41541099999998,33.744589,34.631941257897864,0.0500149731534267,151.6033674119529,1168.3214061188846,40.070593886758985,0.3905282511509699,0.60947174884903,187.2431975082696,292.2181396841716,0.1833074963066703,0.1342160809555513,1,5,4,0,0.0,4.519780808956217,37.255572541998674,37.78431794449526,0.0,38.64886452054263,60.160755107851486,0.0,41.64446135921322,31.749653560165648,59.58970834879016,0.0,54.28821640977237,18.54532459750316,3.590107601658923,5.03059292209163,0.0,9,3,18.255613479183424,3.171802485301244,1,1.9411867366631688,7,6.679513787087385,1,12.571663288434223,11,1,34.25,17.0,0.6071428571428571,-0.25,-0.0089285714285714,0.5442424242424244,23.465645565070208,0.6351145038167942,0.1201923076923076,1.87231642754386,1.5443848425593072,1.3411094466983713,7.566771614035085,7.528119702970294,7.464628071428571,6.135964912280702,6.0338,5.906492857142857,-0.0576506890069531,0.0332379841636485,0.0753437913386183,0.9657852532575808,0.7165441724783208,0.7387420015110113,-0.0813455013997356,0.0884678539671166,0.0500522287768423,0.917525191223674,0.8702329567936962,0.979887034502824,1485.0,40.45466797212393,-7.421164837990005,-3.4917776439186268,705.0596830054853,24.108174985473823,-3.361336646612381,-0.7507603621470009,1451.718380811075,40.41327195431093,-7.421243010698563,-3.07564357445484,19.76937394568524,13.707039898056804,11.3945548874836,3.2200472125412647,1.6798940616104423,1.3911151416244207,807.5008972156902,0,0,26.698847063858416,19.5689747493362,2.935537003329361,3.701948858785008,25.1
α-Methylbutyryl fentanyl,CCCC(=O)N(c1ccccc1)C1CCN(C(C)Cc2ccccc2)CC1,12,12,2,2,3,3,3.610917912644224,4.060443010546419,4.4942386252808095,4.9469852670198,5.352450375127964,5.184588601219693,5.427974074768782,5.630091082387695,5.53363649379238,5.653146858687621,7.482963161677396,4.915300000000005,113.03900000000009,-5.1668869689988295,364.25146364400086,6.17375362108476,377.1192629898296,312.170000000001,638.9026006156865,0.9661166619948492,163.54316098524154,7,0.2413793103448276,21.70273483947681,11.253462603878116,6.2374010828821325,0.4583333333333333,7,0,4593.909189504557,61,13,59,27,24,23.550000000000004,23.550000000000004,64.41937599999997,36.39062400000001,22.407389936047483,0.0338833380051507,272.1132831868788,1128.2654838196831,36.18011199439272,0.2942619292959316,0.7057380707040682,128.68983543510916,308.6410681684253,0.1812788119264952,0.1328915229176512,1,3,2,0,0.0,4.652452995086923,55.4546737473835,37.28140236773064,0.0,58.03526417230722,66.2271221763131,0.0,35.980283930323054,45.09421238278229,60.6636706846161,0.0,18.19910120538483,21.777007587472813,4.698678708889366,6.516148482349781,0.0,10,2,20.933031748680506,2.4471232911208567,2,4.402248728003598,7,6.812578463235549,1,12.811844466976211,11,1,30.25,14.0,0.5185185185185185,-2.25,-0.0833333333333333,0.5096045197740116,20.29960338040322,0.6416938110749189,0.1015228426395939,1.792632097049181,1.480784092820154,1.274646707430419,7.480554163934422,7.437841945945942,7.398172541935483,6.037704918032787,5.925801801801801,5.823180645161291,-0.0452457078880733,0.0534235688264074,0.0863667628948285,1.1949846780948172,0.7284124953789876,0.7727069562257447,-0.078270461421762,0.1129975805542913,0.0937276577904062,1.1144197013880663,0.9043179184478914,0.9841607232690498,1711.0,44.7618761878292,-9.0777859439952,-4.61218603945618,728.8951893711159,26.47303933288713,-4.045201524675244,-0.4058253512433806,1645.5315445256003,44.13821501637644,-8.804220236654517,-4.043066968169575,19.06226716449869,13.185871848001629,11.133281222825495,2.87754228648165,1.8012284685023043,1.509106806180982,692.8358168273522,0,0,26.3933144485201,20.718940901657053,1.987148115172437,3.701938977805767,21.1
N-Propyl carfentanil,CCCN1CCC(C(=O)OC)(N(C(=O)CC)c2ccccc2)CC1,6,6,1,1,2,2,3.4339872044851463,3.8607297110405954,4.300680995219929,4.7106556938340685,5.119115937090326,5.093366691693721,5.323619549410255,5.460117287621195,5.22305488204749,4.828813612343952,7.214734336208579,2.847200000000001,94.93100000000008,-3.675784635171988,332.2099927560008,6.38865370684617,336.7491676167492,272.92000000000024,542.0543050046232,0.9241253790513988,144.1260762231248,6,0.24,20.3136,9.629757785467127,4.601177003168854,0.5789473684210527,4,1,4560.16311873488,53,8,52,24,19,49.85,49.85,55.006203999999975,34.981796,44.50496205179507,0.0758746209486011,315.3184341396061,1188.22944523034,36.51162281692287,0.2312134920977413,0.7687865079022587,79.54941207572891,264.50236169403377,0.2306570992224483,0.1637762419886295,3,5,4,0,0.0,4.030659013605442,32.04657560476608,25.197720709434723,5.538925252383345,45.06968614346863,30.33183534230805,0.0,49.05938675955244,39.53076089108529,30.33183534230805,0.0,37.255572541998674,9.463330628356331,2.6333754059092267,6.588652315864618,1.4048569381456286,5,1,9.463330628356331,0.762677337910473,3,5.385523615310322,7,5.241361044609151,2,25.50293886999244,6,2,24.5,9.5,0.3958333333333333,-5.5,-0.2291666666666666,0.5442307692307694,19.127463049865987,0.5678391959798997,0.191740412979351,1.6866434090566038,1.374103629026639,1.2782194112136307,7.64455313207547,7.638382597938143,7.609514738461539,6.203773584905661,6.117360824742268,6.063007692307695,-0.1312831442415226,0.0100368855518114,0.0464235395937677,1.3744699089234584,0.7042051135039106,0.7000574860744938,0.0399173079962378,0.1270740759417377,0.1176891510855155,1.012832042242411,0.8155897883299654,0.8644426865063444,1326.0,34.89689494015055,-8.084108948854444,-1.60186514804844,529.9391525608382,18.542118910050927,-2.898968228148943,-0.3826307392316393,1312.9449485950302,34.01123531537729,-8.336368144548183,-1.4276157611271043,17.57913950137325,11.584882632228776,9.583915609992816,2.993305469246633,1.5823012436962005,2.244981599122438,550.9901447057543,0,0,17.116700471497015,10.68394315882074,1.976919304593612,3.714905963854685,7.4
N-Isopropyl carfentanil,CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(C(C)C)CC1,6,6,1,1,2,2,3.4339872044851463,3.881563797943437,4.314149212270796,4.7106556938340685,5.119115937090326,5.11761949087018,5.352450375127964,5.468587428255178,5.206750173022546,4.848606440570063,7.224616834170098,2.845600000000001,94.90900000000008,-3.3019846351719875,332.2099927560008,6.38865370684617,336.7491676167492,272.92000000000024,532.7649252624452,0.9244394387061076,144.1260762231248,5,0.2,20.3136,9.08734693877551,4.411458333333333,0.5789473684210527,4,1,4604.5388890331305,53,8,52,24,19,49.85,49.85,55.00620399999997,34.981796,43.54640780673908,0.0755605612938926,298.8611589883813,1160.3299655096112,35.696951407312014,0.2407120580149133,0.7592879419850868,79.94883984239239,252.18591278158783,0.2320763511733851,0.1647839722778734,3,5,4,0,0.0,4.01119567271353,25.12283840507545,31.239561538582684,5.538925252383345,51.61444254938121,30.33183534230805,0.0,48.556471182787824,40.0336764678499,30.33183534230805,0.0,37.255572541998674,9.8716382170152,1.5124093757873516,7.667949840429999,1.4012882653061225,5,1,9.447842944276475,0.7571730914588056,4,7.527383891828336,5,3.054263589695137,2,25.523084057697154,6,2,24.5,9.5,0.3958333333333333,-5.5,-0.2291666666666666,0.5442307692307694,19.21862644310552,0.5678391959798997,0.2359882005899705,1.686643409056604,1.37858400320034,1.3073170517567383,7.64455313207547,7.639338350515462,7.651316369230769,6.203773584905662,6.120051546391752,6.116707692307694,-0.1312831442415226,0.0100368855518114,0.0464235395937677,1.374469908923458,0.7042051135039105,0.7000574860744938,0.0599988497360393,0.1411545903902414,0.1417266271832226,0.993136683997606,0.8017800530054713,0.8408674695643624,1326.0,34.45146675760311,-7.041934474005118,-1.2283021222266683,529.9391525608382,18.711813660566897,-2.8129665805850177,-0.1205248097339263,1312.94494859503,33.73386396726639,-7.3901458649000435,-1.040028886895143,17.74227620818978,11.457561432290952,9.933311662855706,3.046284075057469,1.5759018357768897,2.2787270763830416,563.234449212639,0,0,13.141164487215368,11.85867510740114,1.976940567355725,3.714906352900509,7.0
Norcarfentanil,CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCNCC1,6,6,1,1,2,2,3.332204510175204,3.7727609380946383,4.230476736546681,4.655150118293112,5.057439360294058,4.962407471783,5.154013876941603,5.288898144631545,4.990432586778736,4.385925275089539,7.052775113514768,1.7248,81.06970000000005,-3.215871859560592,290.16304256400065,6.747977734046526,284.8612119451773,230.64999999999964,450.1811072995232,0.8971138290862842,124.82127839333964,4,0.1818181818181818,17.355371900826448,8.022222222222222,3.673469387755102,0.5,3,1,4029.58077348954,44,8,43,21,16,58.64,58.64,45.99544599999997,27.822554,51.62935721871454,0.1028861709137158,239.7080074232891,970.5880188826052,37.74870797246929,0.2611568267578673,0.7388431732421329,65.76287787309383,186.05086442691567,0.2415794705268274,0.1715314088636682,3,5,4,1,3.2359930870496347,1.6385648148148149,25.12283840507545,12.10820789760957,5.538925252383345,31.725127320852,30.33183534230805,0.0,37.614720622789385,26.186202068468653,30.33183534230805,0.0,37.255572541998674,9.361676036155202,1.4600023620559333,3.189667186318972,1.3806675170068026,5,1,9.361676036155202,0.7468981481481481,2,3.190517526455026,5,2.839819538926682,2,25.015096371882084,6,2,22.75,9.5,0.4523809523809524,-3.75,-0.1785714285714285,0.5674418604651165,17.465200709611523,0.5505617977528091,0.1700680272108843,1.7026355184090918,1.4126523129283417,1.2904935284780945,7.72193145454545,7.715916455696199,7.690016000000002,6.292704545454546,6.212037974683547,6.15535849056604,-0.0979561540388599,-0.0240426203056685,0.0035464512608923,1.2968863141582931,0.7255894317173522,0.7191959928942717,0.0237248591538761,0.1239683569298082,0.1134007311734966,1.0281557413217692,0.7718723275432784,0.8073720438068263,903.0,20.972487965728167,-5.992630619989511,-1.899099606239592,368.752475318627,11.470722108006669,-2.802869055535473,-0.4160648203457475,906.3267829416448,20.3546858995146,-6.202920851828274,-1.6158951359635654,15.294682450997078,10.15303097965064,8.412524974203762,3.25837450007713,1.5375312628901077,2.2857940585316587,495.50336972742735,0,0,13.141164487215368,10.034370462945716,1.9767280881797933,3.714890209273967,5.3
4-Methoxymethyl fentanyl,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2ccccc2)CC1,12,12,2,2,3,3,3.6375861597263857,4.0943445622221,4.537961436294641,4.995521656286208,5.412203931925297,5.25227342804663,5.469904430947844,5.658828692155052,5.599347456519317,5.684217319161361,7.529440023331687,4.153300000000003,114.64600000000006,-5.470684619504587,380.2463782640009,6.337439637733349,385.90948994132,318.04000000000093,636.8896705997877,0.9557179574916254,168.65670621474845,8,0.2666666666666666,22.68,11.4075,6.016375934496262,0.4583333333333333,4,1,5049.236142145841,62,13,60,28,24,32.78,32.78,65.22137599999998,38.126624000000014,29.50951715992172,0.0442820425083745,325.6474831642002,1315.0376179306036,39.86457466818181,0.2556663564829987,0.7443336435170014,113.53832958509192,330.54954786170856,0.1936983518029867,0.1149328073962181,2,4,3,0,0.0,4.533274754346182,55.4546737473835,38.85227465662483,0.0,38.14594894377801,66.2271221763131,0.0,49.69696343611351,31.749653560165648,60.6636706846161,0.0,42.15548227284915,20.70798181330669,3.4156903293300225,5.528874778370179,1.7392087899974804,10,2,20.70798181330669,2.3541080234767104,2,3.677469405844677,8,7.006304491853005,1,12.9407332771299,11,1,31.25,14.0,0.5,-3.25,-0.1160714285714285,0.5255555555555558,22.937945395257582,0.6139817629179334,0.099009900990099,1.761940934193549,1.4626689014989829,1.3324056851189077,7.561952516129027,7.56630121428571,7.490814315789471,6.121774193548387,6.0500357142857135,5.942592105263159,-0.080041111084968,0.0363508204631253,0.0753352484818214,1.2402293038171313,0.7739699918139331,0.77059751805333,0.02961862742399,-0.0348941022551118,-0.0368163866455904,0.9999737063999669,1.2163491374696227,1.2166601786017188,1770.0,34.151723738921895,-7.96092987971508,-4.037476158256585,747.4201775571389,21.513940513584267,-3.2687941006752044,-0.5648778902349019,1722.5268138148638,33.79555641995097,-8.117540849873665,-3.496538977155857,19.82178018849253,13.68180041877879,11.446539916688447,3.0185415121096644,1.7406000023200916,1.6026831293346726,724.7850724533903,0,0,31.405974236666328,12.90829358874257,1.986973196087727,3.7020574472460233,22.5
Norsufentanil,CCC(=O)N(c1ccccc1)C1(COC)CCNCC1,6,6,1,1,2,2,3.258096538021482,3.676300671907076,4.1067670822206574,4.575998808687811,4.950088794228222,4.851541863421509,5.047449267218972,5.181081056410016,4.758963659167508,4.385925275089539,6.941129608367235,2.1982,80.92970000000005,-3.677013115659002,276.18377800800056,6.2769040456363765,278.70744394142866,229.07999999999964,465.1614157620033,0.9290836194018082,120.6597562932959,5,0.238095238095238,16.3718820861678,7.85204081632653,3.814404432132964,0.5625,3,1,3557.7101258029024,45,7,44,20,16,41.57,41.57,46.52703199999997,28.960968,35.505484448225545,0.0709163805981918,272.74930746915487,814.4185150925191,33.22617494692843,0.2276140010907171,0.772385998909283,57.055397330525416,193.6119476355938,0.2349799937232289,0.1394276700648361,2,4,3,1,3.3676597537163016,1.9695833333333328,25.12283840507545,19.218005438887104,0.0,31.725127320852,30.33183534230805,0.0,38.25229729935045,26.186202068468653,30.33183534230805,0.0,42.15548227284915,9.947654399722852,2.3439838435374147,4.335855772864702,1.7116860355253212,5,1,9.947654399722852,0.970648148148148,2,3.628206490929706,6,4.763319160997732,1,12.541682256235829,6,1,20.5,8.0,0.4,-4.5,-0.225,0.5348484848484851,14.213989282037048,0.579591836734694,0.1408450704225352,1.6845269206666675,1.382417392904732,1.2730936770788912,7.643696977777773,7.634973951219509,7.569387781818184,6.202866666666667,6.109646341463416,6.018009090909092,-0.0979038358511015,-0.0030528519605908,0.0309016013178402,1.3270185399734675,0.8065220087033947,0.802700041746179,0.0345356941757223,-0.0366363168355359,-0.0291460687492628,1.0233016238315789,1.1444286726612958,1.1369248137332348,946.0,23.1062861361634,-6.455492657338517,-1.876892823920495,377.5261194400384,12.200913999741053,-2.896818137103344,-0.2646130268256786,930.4819129088778,22.410756043215805,-6.79098315530713,-1.5831724268576837,14.424438962994,9.732310675995612,7.982438301550693,3.134933187391042,1.6095936561669029,2.203068397006152,421.8530546667464,0,0,15.932312160298183,7.983870365834059,1.9766371725465053,3.7020326506408745,7.9
Thienyl fentanyl,CCC(=O)N(c1ccccc1)C1CCN(Cc2cccs2)CC1,11,11,2,1,3,2,3.481240089335692,3.9464244321454784,4.395991175024254,4.8573869847880085,5.072435695001703,5.025934331385425,5.308267697401205,5.466212443631768,5.420811509712316,5.586780383982889,7.34693719948051,4.155700000000004,96.83700000000006,-3.922522205562564,328.16093438800067,6.982147540170227,311.78482029259897,262.37000000000006,560.633359474205,0.9600389305934643,142.08869791246326,5,0.2,17.8112,8.909090909090908,4.759329367225528,0.4210526315789473,4,0,4189.155368970212,49,12,47,23,19,23.550000000000004,51.790000000000006,53.63503199999997,30.824967999999995,23.336041774596367,0.0399610694065355,186.84597085988503,870.5344441526227,36.76678484741376,0.340020752405588,0.659979247594412,115.95396593304278,225.06629566184083,0.2074769670634133,0.1519127492731438,1,4,3,0,0.0,4.532153486394558,31.18920547353706,42.66146513819656,0.0,38.77279930352918,52.72177944339848,0.0,29.938443101175096,31.06334926216996,47.84463224969719,0.0,53.492268150783886,14.758801313658818,2.6550823079971706,5.104595554207297,0.0,8,2,16.573282621792725,2.462089703292806,1,1.9486065613879464,6,5.81107130081652,1,12.463507382151407,9,2,26.25,12.0,0.5217391304347826,-2.25,-0.0978260869565217,0.5347517730496455,16.13763589653215,0.6394052044609669,0.0726744186046511,1.906016396734695,1.5978266559504657,1.3212422180370849,7.558561142857137,7.540833068181812,7.480151237288134,6.1020408163265305,6.015920454545457,5.8881000000000006,0.0002789391982858,0.0399949247789152,0.0782433716889045,1.007205608664651,0.7087591075760459,0.7376934689220154,-0.006182381381907,0.0649384977425406,0.0556057667160531,0.9857740805547892,0.9321674787814316,1.009185023206814,1081.0,34.46101159744365,-7.382565071330938,-3.167224380319964,502.2739510066058,20.93094693701717,-3.736062533933228,0.1018909426446448,1052.9058876076922,34.46602755703501,-7.474137442414832,-2.710331669779868,16.070703332935974,11.275188245478668,9.527962852307155,3.179025352647782,1.683051989002479,1.5155333936273112,603.56455474562,0,0,20.34508064769154,15.465014452341176,2.9363804107136784,3.701931379737941,10.7
